"","cat1","cat2","cat3","cat4","cat5","cat6","cat7","prodname","vendor","ASIN","price","weight_lb","dim1_in","dim2_in","dim3_in","rating"
"3740","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Plastic Shower Curtain,54"" W x 72"" H Clear EVA 8G Shower Curtain with Heavy Duty Clear Stones and Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor","AmazerBath","B07NRJWSYZ",10.99,NA,NA,NA,NA,0.0818181818181818
"3741","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 54"" W x 78"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Black","AmazerBath","B07PQG2Y99",9.99,NA,NA,NA,NA,0.0818181818181818
"3742","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 60"" W x 72"" H EVA 8G Thick Bathroom Plastic Shower Curtains No Smell with Heavy Duty Clear Stones and 10 Rust-Resistant Grommet Holes-Clear","AmazerBath","B07NRYCFG9",12.99,NA,NA,NA,NA,0.0818181818181818
"3743","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 70"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Black","AmazerBath","B07PN8588H",8.99,NA,NA,NA,NA,0.0818181818181818
"3744","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 72"" W x 65"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Black","AmazerBath","B07PPDJL5P",8.99,NA,NA,NA,NA,0.0818181818181818
"3745","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 72"" W x 78"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Black","AmazerBath","B07PPCT3DS",9.99,NA,NA,NA,NA,0.0818181818181818
"3746","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 72"" W x 96"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Black","AmazerBath","B07PN84D81",10.99,NA,NA,NA,NA,0.0818181818181818
"3747","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtain Liners",NA,NA,"AmazerBath 2 Pack Thin Shower Curtain Liners, 72"" W x 72"" H PEVA 3G Shower Curtains with Stones and 12 Rust-Resistant Grommet Holes, Waterproof Lightweight Plastic Liners Without Funky Smell - Clear","AmazerBath","B07NYRYCC6",9.97,NA,NA,NA,NA,0.0818181818181818
"3748","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 72"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and 12 Grommet Holes Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Clear","AmazerBath","B07236M4HC",9.57,NA,NA,NA,NA,0.0818181818181818
"3749","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners",NA,NA,NA,"AmazerBath Cobblestone Shower Curtain Liner, 72"" W x 72"" H EVA 8G Shower Curtain with Heavy Duty Stones and 12 Rust-Resistant Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains","AmazerBath","B07SC9DMZP",9.99,NA,NA,NA,NA,0.0818181818181818
"3750","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtain Liners",NA,NA,"AmazerBath 12 Gauge Heavy Duty Crystal Clear Thick Shower Curtain Liner with Heavy Duty Clear Stones and 12 Rust-Resistant Grommet Holes Waterproof Bathroom Plastic Shower Curtain Liner-72 W x 72"" H","AmazerBath","B07R4SPXSB",10.99,NA,NA,NA,NA,0.0818181818181818
"3751","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtain Sets",NA,NA,"Amazer Fabric Shower Curtain Liner, White Polyester Fabric Shower Curtain Liner Bathroom Shower Curtains, Water Proof, Hotel Quality, 72 x 72 Inches","Amazer","B07P62QD73",9.59,NA,NA,NA,NA,0.0818181818181818
"3752","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Plastic Shower Curtain, 72"" W x 96"" H EVA 8G Shower Curtain with Heavy Duty Clear Stones and Grommet Holes, Waterproof Thick Bathroom Plastic Shower Curtains Without Chemical Odor-Grey","AmazerBath","B07PN855KP",9.99,NA,NA,NA,NA,0.0818181818181818
"3753","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazerBath Waffle Shower Curtain, Heavy Duty Fabric Shower Curtains with Waffle Weave Hotel Quality Bathroom Shower Curtains, 72 x 72 Inches","AmazerBath","B07RGQQ3LG",15.99,NA,NA,NA,NA,0.0818181818181818
"3754","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtain Rods",NA,NA,"Amazer Shower Curtain Rod, 42-72 Inches Rust-Resistant Curtain Rod Adjustable Spring Tension Shower Rod for Bathroom, Chrome","Amazer","B07D4GNZW8",0.91,NA,NA,NA,NA,0.0818181818181818
"3755","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Decorative Shower Curtain Hooks",NA,NA,"Amazer Shower Curtain Hooks Rings, Stainless Steel Shower Curtain Rings and Hooks for Bathroom Shower Rods Curtains-Set of 12-Polished Nickel","Amazer","B011CBJGZK",5.99,NA,NA,NA,NA,0.0818181818181818
"3756","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtain Rings",NA,NA,"Amazer Shower Curtain Hooks Rings, Stainless Steel Shower Curtain Rings Metal Double Glide Shower Hooks for Bathroom Shower Rods Curtains, Polished Chrome, Set of 12 Hooks","Amazer","B017DM37Z2",8.99,NA,NA,NA,NA,0.0818181818181818
"3757","Home & Kitchen","Bath","Bathroom Accessories","Bathtub Accessories","Bathtub Mats",NA,NA,"AmazerBath Bath Tub Mat, Extra Long 39 x 16 Inches Non-Slip Shower Mats with Suction Cups and Drain Holes, Bathtub Mats Bathroom Mats Machine Washable (Clear)","AmazerBath","B07B9NDRSY",10.59,NA,NA,NA,NA,0.0818181818181818
"3758","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"AmazonBasics Athena Embroidered Shower Curtain - 72 Inch, Black","AmazonBasics","B07FCLFDY5",12.95,NA,NA,NA,NA,0.0818181818181818
"3759","Home & Kitchen","Bath","Bathroom Accessories","Shower Curtains, Hooks & Liners","Shower Curtains",NA,NA,"Waffle Weave Stall Fabric Shower Curtain 32 inches Narrow Size, Hotel Collection, 230 GSM Heavy Duty, Water Repellent, White Spa Pique Pattern Decorative Bathroom Curtain, 32x72","Barossa Design","B07RG9KZPL",19.66,NA,NA,NA,NA,0.0818181818181818
"3760","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Premium Hypoallergenic Stuffer Pillow Insert Sham Square Form Polyester, 18"" x 18"", White","Foamily","B0106UASB4",8.99,NA,NA,NA,NA,0.0818181818181818
"3761","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Premium Hypoallergenic Stuffer Pillow Insert Sham Square Form Polyester, 20"" L X 20"" W, Standard/White","Foamily","B0106UAM3I",14.99,NA,NA,NA,NA,0.0818181818181818
"3762","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Premium Hypoallergenic Stuffer Pillow Insert Sham Square Form Polyester, 22"" L X 22"" W, Standard/White","Foamily","B073BR9S1K",16.99,NA,NA,NA,NA,0.0818181818181818
"3763","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Premium Hypoallergenic Stuffer Pillow Insert Sham Square Form Polyester, 24"" L X 24"" W, Standard/White","Foamily","B0106UAOFE",17.99,NA,NA,NA,NA,0.0818181818181818
"3764","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Premium Hypoallergenic European Sleep Pillow Insert Euro Sham Square Form Polyester, 26"" L X 26"" W, Standard/White","Foamily","B0106UAQOS",18.99,NA,NA,NA,NA,0.0818181818181818
"3765","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Premium Hypoallergenic Stuffer Pillow Insert Sham Square Form Polyester, 28"" L X 28"" W, Standard/White","Foamily","B0759QQ2BF",19.81,NA,NA,NA,NA,0.0818181818181818
"3766","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Premium Hypoallergenic Stuffer Pillow Insert Sham Square Form Polyester Standard/White (Corner Stuffer)","Foamily","B072BYGNJK",4.99,NA,NA,NA,NA,0.0818181818181818
"3767","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily 12"" x 20"" Premium Hypoallergenic Lumbar Stuffer Pillow Insert Sham Square Form Polyester, Standard/White","Foamily","B01ASEC23A",9.99,NA,NA,NA,NA,0.0818181818181818
"3768","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"EvZ Homie Premium Stuffer Pillow Insert Sham Square Form Polyester, 20"" L X 20"" W, Standard White Striped, for 18"" Covers","EvZ","B07KF397SQ",10.59,NA,NA,NA,NA,0.0818181818181818
"3769","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Set of 2-12 x 12 Premium Hypoallergenic Stuffer Pillow Inserts Sham Square Form Polyester, Standard/White - Made in USA","Foamily","B01N75TXD2",16.99,NA,NA,NA,NA,0.0818181818181818
"3770","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"IZO Home Goods Premium Hypoallergenic Throw Pillow Insert Sham Square Form Polyester, 18"" L X 18"" W, Standard/White","IZO All Supply","B010RZCNJS",8.99,NA,NA,NA,NA,0.0818181818181818
"3771","Home & Kitchen","Bedding","Decorative Pillows, Inserts & Covers","Pillow Inserts",NA,NA,NA,"Foamily Set of 4-18 x 18 Premium Hypoallergenic Stuffer Pillow Inserts Sham Square Form Polyester, 18"" L X 18"" W, Standard/White","Foamily","B071YDNHDD",26.49,NA,NA,NA,NA,0.0818181818181818
"3772","Home & Kitchen","Storage & Organization","Holiday Decor Storage","Tree Storage",NA,NA,NA,"Large Christmas Tree Storage Bag - Fits Up to 9 ft Tall Holiday Artificial Disassembled Trees with Durable Reinforced Handles & Dual Zipper - Waterproof Material Protects from Dust, Moisture & Insect","ZOBER","B01KKNFTPC",22.54,NA,NA,NA,NA,0.0818181818181818
"3773","Home & Kitchen","Storage & Organization","Holiday Decor Storage","Tree Storage",NA,NA,NA,"Artificial Christmas Tree Storage Bag - Fits Up to 7.5 Foot Holiday Xmas Disassembled Trees with Durable Reinforced Handles & Dual Zipper - Waterproof Material Protects from Dust, Moisture & Insects","ZOBER","B01KKNJN4K",14.99,NA,NA,NA,NA,0.0818181818181818
"3774","Home & Kitchen","Storage & Organization","Holiday Decor Storage","Ornament Storage",NA,NA,NA,"ZOBER Christmas Ornament Storage Box with Zippered Closure - Protect & Keeps Safe Up to 64 Holiday Ornaments & Xmas Decorations Accessories, Durable Non-Woven Ornament Storage Container, Two Handles","ZOBER","B07JDGJKY1",16.99,NA,NA,NA,NA,0.0818181818181818
"3775","Home & Kitchen","Storage & Organization","Decorative Wreath Storage",NA,NA,NA,NA,"ZOBER Christmas Wreath Storage Bag 30"" - Water Resistant Fabric Storage Dual Zippered Bag for Holiday Artificial Christmas Wreaths, 2 Stitch-Reinforced Canvas Handles, Card Slot for Labeling","ZOBER","B01KKLCKYC",25.9,NA,NA,NA,NA,0.0818181818181818
"3776","Home & Kitchen","Storage & Organization","Holiday Decor Storage","Tree Storage",NA,NA,NA,"Elf Stor 83-DT5512 Premium Green Christmas Bag Holiday Extra Large for up to 9' Tree Storage, 9 Foot","Elf Stor","B000W3S0CA",29.95,NA,NA,NA,NA,0.0818181818181818
"3777","Home & Kitchen","Storage & Organization","Holiday Decor Storage","Ornament Storage",NA,NA,NA,"Christmas Ornament Storage - Stores up to 64 Holiday Ornaments, Adjustable Dividers, Zippered Closure with Two Handles. Attractive Storage Box Keeps Holiday Decorations Clean and Dry for Next Season.","Handy Laundry","B01A1B5ZO8",17.99,NA,NA,NA,NA,0.0818181818181818
"3778","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Drillbrush 3 Piece Drill Brush Cleaning Tool Attachment Kit for Scrubbing/Cleaning Furniture, Carpet, Chairs, Shower Door Glass, and Leather – Drill Brush Wheel Cleaner Kit","Drillbrush","B07DCW1XND",14.95,NA,NA,NA,NA,0.0818181818181818
"3779","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Boat Accessories - Kayak - Cleaning Supplies - Drill Brush - Rotary Cleaning Brushes for Boats And Watercraft - Canoes, Bass Boat - Fiberglass, Aluminum, Gel Coat, Wood, Painted - Hull and Deck","Drillbrush","B07DQTMM6L",14.95,NA,NA,NA,NA,0.0818181818181818
"3780","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Drillbrush Green Kitchen Cleaning Drill Brushes - Stainless Steel Sink Cleaner/Copper Sink Cleaner - Electric Stove Cleaner/Gas Stove Cleaner - Kitchen Cleaner/Kitchen Brush - Cabinet Cleaner","Drillbrush","B01N42GJK3",14.95,NA,NA,NA,NA,0.0818181818181818
"3781","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Drill Power Heavy Duty Stiff Bristle Scrub Brush Cleaning Kit","Drillbrush","B01N1GUO15",14.95,NA,NA,NA,NA,0.0818181818181818
"3782","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Cleaning Accessories - Industrial Brush - Baked on Food Remover - Electric Smoker - Smokers and Grills - Drill Brush - BBQ Cleaning Kit - Rust Remover - Hard Water, Calcium, Mineral, and Stain Remover","Drillbrush","B074CJCZ61",14.95,NA,NA,NA,NA,0.0818181818181818
"3783","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Drill Brush Attachment Set - Power Scrubber Brush Cleaning Kit - All Purpose Drill Brush with Extend Attachment for Bathroom Surfaces, Grout, Floor, Tub, Shower, Tile, Corners, Kitchen, Automotive","HIWARE","B07BV8MQBT",30.18,0.6,5,5,5,0.333333333333333
"3784","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Holikme 4 Pack Drill Brush Power Scrubber Cleaning Brush Extended Long Attachment Set All Purpose Drill Scrub Brushes Kit for Grout, Floor, Tub, Shower, Tile, Bathroom and Kitchen Surface","Holikme","B07G7XG6BV",8.95,NA,NA,NA,NA,0.0818181818181818
"3785","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Holikme 15Piece Drill Brush Attachments Set, Scrub Pads & Sponge,Buffing Pads,Power Scrubber Brush with Extend Long Attachment,Car Polishing Pad Kit","Holikme","B07P7NFV1F",19.95,1.2,NA,NA,NA,0.333333333333333
"3786","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"Drill Brush – Ultimate Car Wash Kit - Cleaning Supplies – Car Carpet - Truck Accessories - Wheel Brush - Motorcycle Accessories - Car Mats - Spin Brush - Interior Leather, Vinyl, Upholstery, Fabric","Drillbrush","B07HBB4CL6",25.95,NA,NA,NA,NA,0.0818181818181818
"3787","Health & Household","Household Supplies","Cleaning Tools","Brushes",NA,NA,NA,"ORIGINAL Drill Brush 360 Attachments 3 pack kit Medium- Yellow All purpose Cleaner Scrubbing Brushes for Bathroom surface, Grout, Tub, Shower, Kitchen, Auto,Boat,RV","DRILL BRUSH 360","B077XTYKBQ",8.95,NA,NA,NA,NA,0.0818181818181818
"3788","Home & Kitchen","Bedding","Kids' Bedding","Blankets & Throws",NA,NA,NA,"ZonLi Weighted Blanket 7 lbs(41''x60'', Aqua), Cooling Weighted Blanket for Kids, Natural Cotton Material with Glass Beads","ZonLi","B07WVDJ4TY",46.9,NA,NA,NA,NA,0.0818181818181818
"3789","Home & Kitchen","Bedding","Kids' Bedding","Blankets & Throws",NA,NA,NA,"ZonLi Kids Weighted Blanket 10 lbs(41''x60'', Duck Printed), Cooling Weighted Blanket for Kids, 100% Cotton Material with Glass Beads","ZonLi","B07MMZK5FT",34.99,NA,NA,NA,NA,0.0818181818181818
"3790","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Weighted Blanket 12 lbs(48''x72'', Twin Size, White), Cooling Weighted Blanket for Adults, 100% Cotton Material with Glass Beads","ZonLi","B07WWJ63JD",65.99,NA,NA,NA,NA,0.0818181818181818
"3791","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Soft Weighted Blanket 15lbs(48''x72'', Twin Size, Light Grey), Cooling Weighted Blanket for Adults, 100% Cotton Material with Glass Beads, Gift for Your Loved","ZonLi","B075W9KL7G",59.9,NA,NA,NA,NA,0.0818181818181818
"3792","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Weighted Blanket 15 lbs(60''x80'', Queen Size, White), Cooled Weighted Blanket for Adults, 100% Cotton Material with Glass Beads","ZonLi","B07WVB5X59",69.99,NA,NA,NA,NA,0.0818181818181818
"3793","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Queen Weighted Blanket 17 lbs(60''x80'', Queen Size, Grey), Cooling Weighted Blanket for Adults, 2.0 Weighted Blanket Adult Summer, 100% Cotton Material with Glass Beads","ZonLi","B07BHFDJBQ",72.9,NA,NA,NA,NA,0.0818181818181818
"3794","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Adults Weighted Blanket 20 lbs(60''x80'', Grey, Queen Size), Cooling Weighted Blanket for Adult, 100% Cotton Material with Glass Beads","ZonLi","B075W9CL88",58.99,NA,NA,NA,NA,0.0818181818181818
"3795","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Queen Weighted Blanket 22 lbs(60''x80'', Queen Size, Grey), Cooling Weighted Blanket for Adults, 100% Cotton Material with Glass Beads","ZonLi","B077NVHJH2",76.99,NA,NA,NA,NA,0.0818181818181818
"3796","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Heavy Weighted Blanket 25 lbs(60''x80'', Queen Size, Grey), Organic Weighted Blanket for Adults, 100% Cotton Material with Glass Beads","ZonLi","B075W98VX4",89.99,NA,NA,NA,NA,0.0818181818181818
"3797","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi King Size Weighted Blanket 20lbs(80''x87'', Grey), King Weighted Blanket for Adults, 100% Cotton Material with Glass Beads","ZonLi","B07PDK3GDJ",137.9,NA,NA,NA,NA,0.0818181818181818
"3798","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Weighted Blanket 12 lbs(48''x72'', Twin Size, Cambridge Blue), Cooling Weighted Blanket for Adults, 100% Cotton Material with Glass Beads","ZonLi","B07WWGBYSY",65.99,NA,NA,NA,NA,0.0818181818181818
"3799","Home & Kitchen","Bedding",NA,NA,NA,NA,NA,"ZonLi Kids Weighted Blanket 5 lbs(36''x48'', Grey), Cooling Weighted Blanket for Kids, 100% Cotton Material with Glass Beads","ZonLi","B07BK73929",41.99,NA,NA,NA,NA,0.0818181818181818
"3800","Home & Kitchen","Bedding",NA,NA,NA,NA,NA,"ZonLi Small Weighted Blanket 5 lbs(36''x48'', Pink/Purple), Cooling Weighted Blanket for Kids, 100% Cotton Material with Glass Beads","ZonLi","B07BT8SM74",39.99,NA,NA,NA,NA,0.0818181818181818
"3801","Home & Kitchen","Bedding","Kids' Bedding","Blankets & Throws",NA,NA,NA,"ZonLi Weighted Blanket 7 lbs(41''x60'', Aqua), Cooling Weighted Blanket for Kids, Natural Cotton Material with Glass Beads","ZonLi","B07M9BSTQ2",46.9,NA,NA,NA,NA,0.0818181818181818
"3802","Home & Kitchen","Bedding","Blankets & Throws","Weighted Blankets",NA,NA,NA,"ZonLi Adults Weighted Blanket 22 lbs(60''x80'', Queen Size), Black Weighted Blanket Queen Size for Adults, 100% Cotton Material with Glass Beads","ZonLi","B07TTNW92B",79.9,NA,NA,NA,NA,0.0818181818181818
